Job ID;Internal ID;Task ID;Project ID;Source;Target;Created;Created by;Job due date;Project due date;File;Extension;Workflow;Workflow level;Job status;Job status changed;Project status;Project status changed;Linguist;Vendor;Wordcount;Currency;Rate;Price;Owner;Client;Domain;Subdomain;Cost Center
26253669;2.II;9CykzHmgobQePhBl_dc2;734854;en;de;24.11.2015 14:25;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;63;EUR;0.05;III.15;VasekB;ABC client;Automotive;Technical Writing;
26340695;1;OgJwzHmgobkbClBl_dc2;736235;en;de;25.11.2015 7:41;VasekB;;;charter - english-import.docx;docx;Translation;1;ASSIGNED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26340853;1;5Cmb5DgdcK2sHlBl_dc2;736269;en;de;25.11.2015 8:03;VasekB;;28.11.2015 9:00;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26340856;4;3Cmb5DgdcK2sHlBl_dc2;736269;en;de;25.11.2015 8:03;VasekB;;28.11.2015 9:00;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26340859;7;ODmb5DgdcKisHlBl_dc2;736269;en;de;25.11.2015 8:03;VasekB;;28.11.2015 9:00;index.html;html;Translation;1;EMAILED;;NEW;;Vasek_translator;;528;EUR;0.05;26.IV;VasekB;;;;
26340862;10;CFmb5DgdcKisHlBl_dc2;736269;en;de;25.11.2015 8:03;VasekB;;28.11.2015 9:00;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26343072;1;1LJoaexqosBqRHaH0_dc2;736452;en;de;25.11.2015 9:09;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26343074;3;coUxzHmgobALWlBl_dc2;736452;en;de;25.11.2015 9:09;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26355185;1;YOZi5DgdcKiUmnBl_dc2;737217;en;de;25.11.2015 15:42;VasekB;;;charter - english-import.docx;docx;Translation;1;ASSIGNED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26378888;1;wuAbcimcSBPnJnBl_dc2;737352;en;de;25.11.2015 17:18;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26378890;3;u1dj7nJwMmELqLaH0_dc2;737352;en;de;25.11.2015 17:18;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26406540;1;wFcecimcSBzJkoBl_dc2;737551;en;de;25.11.2015 20:06;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26406541;2;6uXs5DgdcKyJkoBl_dc2;737551;en;de;25.11.2015 20:06;VasekB;;;charter - english-source.docx;docx;Translation;1;ASSIGNED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26467913;1;XrLlcimcSBPxlrBl_dc2;738488;en;de;26.11.2015 9:48;VasekB;;;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26467915;3;4sLlcimcSBPxlrBl_dc2;738488;en;de;26.11.2015 9:48;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26467917;5;1UuHoAIoIbD3HSaH0_dc2;738488;en;de;26.11.2015 9:48;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26486325;1;IFWC5DgdcK2uTrBl_dc2;738846;en;de;26.11.2015 12:13;VasekB;;;Pasted text.txt;txt;Translation;1;EMAILED;;NEW;;Vasek_translator;;1;EUR;0.05;0.05;VasekB;;;;
26539836;2;TuxycimcSBjEQsBl_dc2;739547;en;ru;26.11.2015 16:34;VasekB;;;charter - english-import.docx;docx;Translation;1;ASSIGNED;;NEW;;Vasek_translator;;543;EUR;0;0;VasekB;;;;
26595366;1;fMegzHmgobkIqxBl_dc2;741353;en;es;27.11.2015 13:29;VasekB;;;charter - english-import.docx;docx;Translation;1;COMPLETED_BY_LINGUIST;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26597284;1;di91bexqos5o33bH0_dc2;741414;en;de;27.11.2015 13:59;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26674257;1;Aa1K4pCwMm8F0nnm1_dc2;747706;en;de;1.12.2015 11:06;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26674259;3;Ka1K4pCwMm8F0nnm1_dc2;747706;en;de;1.12.2015 11:06;VasekB;;;charter - spanish.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;562;EUR;0.05;28.I;VasekB;;;;
26674261;5;Ga1K4pCwMm8F0nnm1_dc2;747706;en;de;1.12.2015 11:06;VasekB;;;EC21_A5_DE_130117.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;141;EUR;0.05;7.V;VasekB;;;;
26674263;7;qe1K4pCwMm8G0nnm1_dc2;747706;en;de;1.12.2015 11:06;VasekB;;;index.html;html;Translation;1;EMAILED;;NEW;;Vasek_translator;;528;EUR;0.05;26.IV;VasekB;;;;
26676161;1;XtMnO7hcSB3lvSBl_dc2;747937;en;de;1.12.2015 13:23;VasekB;;;index.html;html;Translation;1;EMAILED;;NEW;;Vasek_translator;;528;EUR;0.05;26.IV;VasekB;;;;
26676163;3;1YwLAfyoIbDG0pnm1_dc2;747937;en;de;1.12.2015 13:23;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26718469;1;OqnEycjgob4thXBl_dc2;749981;en;de;2.12.2015 11:09;VasekB;;8.12.2015 5:00;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26718470;2;RqnEycjgob4thXBl_dc2;749981;en;de;2.12.2015 11:09;VasekB;;8.12.2015 5:00;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26729265;1;85QmTUlgobQHpYBl_dc2;750535;en;de;2.12.2015 16:17;VasekB;14.12.2015 23:00;31.12.2015 8:00;charter - english-source.docx;docx;Translation;1;ASSIGNED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;ABC client;Automotive;Technical Writing;
26729269;3;M5QmTUlgobAIpYBl_dc2;750535;en;de;2.12.2015 16:17;VasekB;14.12.2015 23:00;31.12.2015 8:00;index.html;html;Translation;1;EMAILED;;NEW;;Vasek_translator;;528;EUR;0.05;26.IV;VasekB;ABC client;Automotive;Technical Writing;
26730078;1;Xb1ayDxwMmEn6VbH0_dc2;750605;en;de;2.12.2015 16:58;VasekB;;5.12.2015 5:00;Pasted text.txt;txt;Translation;1;EMAILED;;NEW;;Vasek_translator;;9;EUR;0.05;0.45;VasekB;;;;
26730080;3;RBWgIyjcSBPezYBl_dc2;750605;en;de;2.12.2015 16:58;VasekB;;5.12.2015 5:00;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26743521;1;464pIyjcSB38N1bH0_dc2;751556;en;de;3.12.2015 7:37;VasekB;;7.12.2015 11:00;DA3_2.xml;xml;Translation;1;NEW;;NEW;;Vasek_translator;;582;EUR;0.05;29.I;VasekB;;;;
26745703;1;bwBqc0Hqos5HL0om1_dc2;751972;en;de;3.12.2015 10:22;VasekB;;12.12.2015 4:00;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26745705;3;lwBqc0Hqos5HL0om1_dc2;751972;en;de;3.12.2015 10:22;VasekB;;12.12.2015 4:00;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26745707;5;hwBqc0Hqos5HL0om1_dc2;751972;en;de;3.12.2015 10:22;VasekB;;12.12.2015 4:00;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26760559;1;5BDxc0HqosBxu3cH0_dc2;752910;en;de;3.12.2015 16:35;VasekB;;;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26760561;3;bBDxc0HqosBxu3cH0_dc2;752910;en;de;3.12.2015 16:35;VasekB;;;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26760563;5;hBDxc0HqosBxu3cH0_dc2;752910;en;de;3.12.2015 16:35;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26918501;1;kEGZVUicSBzoorCl_dc2;760150;en;de;8.12.2015 13:17;VasekB;;;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26965658;1;GdigVUicSB3bAvCl_dc2;761639;en;de;9.12.2015 8:19;VasekB;;16.12.2015 5:00;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
26965660;3;6gigVUicSBPbAvCl_dc2;761639;en;de;9.12.2015 8:19;VasekB;;16.12.2015 5:00;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
26965662;5;1CAwONBoIbDo81pm1_dc2;761639;en;de;9.12.2015 8:19;VasekB;;16.12.2015 5:00;charter - english-source.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
26984368;1;5uLjVUicSB3R6wCl_dc2;761965;en;de;9.12.2015 10:47;VasekB;;17.12.2015 2:00;index.html;html;Translation;1;EMAILED;;NEW;;Vasek_translator;;528;EUR;0.05;26.IV;VasekB;;;;
27015744;1;Dm97UwjdcKyPNDCl_dc2;764961;en;de;10.12.2015 21:42;VasekB;;;Pasted text.txt;txt;Translation;1;NEW;;NEW;;Vasek_translator;;1;EUR;0.05;0.05;VasekB;;;;
27162988;1;ma2vefigobQJ0ZdH0_dc2;771555;en;de;15.12.2015 7:18;VasekB;;24.12.2015 9:00;charter - english-formatting.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;539;EUR;0.05;26.95;VasekB;;;;
27162990;3;la2vefigobQJ0ZdH0_dc2;771555;en;de;15.12.2015 7:18;VasekB;;24.12.2015 9:00;charter - english-import.docx;docx;Translation;1;EMAILED;;NEW;;Vasek_translator;;543;EUR;0.05;27.15;VasekB;;;;
27162992;5;RSMEVUicSBPJ0ZdH0_dc2;771555;en;de;15.12.2015 7:18;VasekB;;24.12.2015 9:00;charter - english-source.docx;docx;Translation;1;COMPLETED_BY_LINGUIST;;NEW;;Vasek_translator;;125;EUR;0.05;VI.25;VasekB;;;;
